MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
80,70,8163,5,6,128,1144,0,1144,1,0,3,1,6,1,1,796,86,0,143000
20,85,14536,8,5,236,1629,0,1629,2,0,3,1,9,1,3,808,0,252,270000
60,65,14006,7,5,144,936,840,1776,2,1,3,1,7,1,2,474,144,96,192500
20,78,9360,6,7,0,1381,0,1381,1,1,3,1,5,1,2,676,0,0,197500
20,60,7200,5,8,0,864,0,864,1,0,3,1,5,0,2,720,194,0,129000
20,60,7800,5,5,0,965,0,965,1,0,3,1,6,0,1,300,421,0,119900
85,60,7200,5,8,0,768,0,768,1,0,2,1,5,0,1,396,192,0,133900
60,NA,11075,5,4,232,1168,800,1968,2,1,4,1,7,1,2,530,305,189,172000
90,35,9400,6,5,250,980,0,980,2,0,4,0,4,0,0,0,0,0,127500
90,82,7136,6,6,423,979,979,1958,2,0,4,2,8,0,2,492,0,0,145000
160,24,1300,6,6,0,561,668,1229,1,1,2,1,5,1,2,462,150,0,124000
20,70,7420,5,5,0,1057,0,1057,1,0,3,1,6,0,2,576,0,0,132000
20,65,8450,7,5,0,1337,0,1337,2,0,3,1,6,0,2,531,0,39,185000
160,24,2572,7,5,0,696,720,1416,2,1,3,1,6,0,2,484,0,44,155000
20,50,7207,5,7,0,858,0,858,1,0,2,1,4,0,0,0,117,0,116500
60,NA,12227,6,7,424,1542,1330,2872,2,1,4,1,11,1,2,619,550,282,272000
160,24,2308,6,6,0,804,744,1548,2,1,3,1,7,1,2,440,48,0,155000
20,122,11923,9,5,0,1800,0,1800,2,0,2,1,7,0,2,702,288,136,239000
60,80,11316,7,5,44,824,1070,1894,2,1,4,1,8,1,2,510,0,40,214900
60,65,10237,6,5,0,783,701,1484,2,1,3,1,8,1,2,393,0,72,178900
50,130,9600,5,7,0,976,332,1308,1,1,2,1,7,2,1,256,0,70,160000
20,NA,7390,5,7,151,1098,0,1098,1,0,3,1,6,0,1,260,0,0,135000
50,50,5925,3,6,0,600,368,968,1,0,2,1,6,0,0,0,0,0,37900
190,75,10382,6,5,105,1095,0,1095,1,0,2,1,6,0,1,264,0,0,140000
50,60,10800,4,4,0,720,472,1192,1,1,4,1,6,0,0,0,0,0,135000
160,36,2268,7,5,106,764,862,1626,2,0,2,1,6,0,2,474,0,27,173000
120,55,7892,6,5,0,918,0,918,2,0,2,1,5,1,1,264,28,0,99500
20,95,11639,7,5,NA,1428,0,1428,2,0,3,1,6,0,2,480,0,120,182000
70,60,11414,7,8,0,1136,883,2019,1,0,3,1,8,0,2,532,509,135,167500
160,NA,2651,7,5,0,673,709,1382,2,1,3,1,6,0,2,490,153,50,165000
30,51,5900,4,7,0,869,0,869,1,0,2,1,4,0,0,0,0,0,85500
120,35,4274,7,5,NA,1241,0,1241,1,1,1,1,4,0,2,569,0,116,199900
20,68,9450,4,5,0,894,0,894,1,0,3,1,5,0,2,400,0,0,110000
20,80,8816,5,6,0,1121,0,1121,1,0,3,1,5,0,2,480,0,80,139000
85,NA,12122,7,9,210,999,0,999,1,0,3,1,6,0,2,588,144,76,178400
60,98,12203,8,5,975,1276,1336,2612,2,1,4,1,8,1,3,676,250,0,336000
20,43,3182,7,5,16,1266,0,1266,2,0,2,1,6,1,2,388,100,16,159895
60,NA,11250,8,5,0,1149,1141,2290,2,1,4,1,9,1,2,779,0,0,255900
90,75,10125,5,5,0,1302,432,1734,2,0,4,2,8,0,2,539,0,0,126000
190,68,10880,5,5,0,1164,0,1164,1,0,3,1,5,0,1,240,0,48,125000
50,59,5310,6,8,0,1001,634,1635,1,0,2,1,5,0,1,255,394,0,117000
20,83,10159,9,5,450,1940,0,1940,2,1,3,1,8,1,3,606,168,95,395192
60,NA,12046,6,6,298,1118,912,2030,2,1,4,1,8,1,2,551,0,224,195000
60,65,8125,7,5,0,778,798,1576,2,1,3,1,6,0,2,614,0,50,197000
60,82,9452,8,5,423,1407,985,2392,2,1,3,1,7,1,3,870,0,70,348000
70,121,17671,8,9,0,916,826,1742,1,1,4,1,8,1,2,424,0,169,168000
60,80,9760,6,8,340,1020,831,1851,2,1,3,1,7,1,2,440,239,42,187000
60,68,8846,6,5,0,750,750,1500,2,1,3,1,6,0,2,564,0,35,173900
20,96,12456,10,5,230,1718,0,1718,2,0,3,1,7,1,3,786,216,48,337500
50,51,4712,4,7,0,774,456,1230,1,1,3,1,5,0,1,305,0,57,121600
20,NA,10659,5,6,0,1050,0,1050,1,0,3,1,6,0,1,368,0,319,136500
20,NA,11717,6,6,571,1442,0,1442,2,0,2,1,6,1,2,615,371,0,185000
30,60,9786,3,4,0,1077,0,1077,1,0,3,1,6,1,1,210,0,100,91000
20,64,6762,7,5,24,1208,0,1208,2,0,2,1,6,0,2,632,105,61,206000
20,74,10206,3,3,0,944,0,944,1,0,2,1,4,0,2,528,0,0,82000
30,60,5400,5,6,0,691,0,691,1,0,2,1,4,0,1,216,0,20,86000
20,75,11957,8,5,53,1574,0,1574,2,0,3,1,7,1,3,824,144,104,232000
90,NA,11500,5,6,164,1680,0,1680,2,0,4,2,8,0,2,528,0,0,136905
120,43,3182,7,5,16,1504,0,1504,2,0,1,1,7,1,2,457,156,0,181000
80,65,8385,5,8,220,985,0,985,2,0,3,1,6,0,1,328,210,0,149900
20,NA,12155,6,3,0,1657,0,1657,2,0,3,1,7,1,2,484,0,0,163500
160,21,2217,4,4,0,546,546,1092,1,1,3,1,6,0,1,286,238,0,88000
20,43,12118,7,5,108,1710,0,1710,2,0,3,1,7,1,2,550,100,48,240000
50,60,6000,5,5,0,1008,0,1522,2,0,4,1,7,0,0,0,0,0,102000
50,115,21286,5,5,0,720,551,1271,2,0,4,1,7,1,1,312,0,0,135000
90,75,9825,5,5,0,1664,0,1664,2,0,4,2,8,0,0,0,0,0,100000
70,55,10592,6,7,0,900,602,1502,1,1,3,1,7,2,1,180,96,0,165000
30,60,7200,5,4,0,1022,0,1022,1,0,2,1,4,0,1,280,0,30,85000
20,60,11664,6,5,206,1082,0,1082,1,0,2,1,5,1,1,240,0,130,119200
60,70,8400,8,6,0,810,855,1665,2,1,3,1,6,0,2,528,0,45,227000
20,73,11883,7,5,196,1504,0,1504,2,0,3,1,6,1,2,478,115,66,203000
120,NA,5814,8,5,0,1360,0,1360,1,0,1,1,4,1,2,565,63,0,187500
80,NA,10784,7,5,76,802,670,1472,2,1,3,1,7,1,2,402,164,0,160000
120,43,3013,7,5,145,1506,0,1506,2,0,2,1,6,1,2,440,142,20,213490
20,60,7024,4,5,0,1132,0,1132,1,1,2,1,5,0,2,451,252,64,176000
20,64,7406,7,5,84,1220,0,1220,2,0,2,1,6,0,2,632,105,54,194000
50,52,9439,5,5,0,912,336,1248,1,0,2,1,6,0,1,160,0,0,87000
120,43,3182,7,5,14,1504,0,1504,2,0,2,1,7,1,2,437,156,20,191000
20,NA,15498,8,6,0,2898,0,2898,2,0,2,1,10,1,2,665,0,72,287000
20,70,7700,5,5,0,882,0,882,1,0,3,1,5,0,2,461,96,0,112500
20,73,9300,5,5,324,1264,0,1264,1,0,3,1,6,2,2,461,0,0,167500
20,71,9520,8,5,338,1646,0,1646,2,0,3,1,7,1,3,800,192,44,293077
50,79,9492,5,5,0,968,408,1376,1,0,3,1,6,1,1,240,0,0,105000
160,21,1680,6,7,281,672,546,1218,1,1,3,1,7,0,1,264,0,28,118000
190,NA,7082,5,8,0,948,980,1928,2,0,5,2,10,0,0,0,0,0,160000
75,102,15863,7,3,0,1687,998,3082,2,1,5,1,12,2,2,672,136,63,197000
60,NA,14541,8,7,0,1352,1168,2520,2,1,5,1,10,1,3,796,209,55,310000
20,NA,8125,7,5,295,1654,0,1654,2,0,3,1,6,0,3,900,0,136,230000
30,50,6305,5,7,0,954,0,954,1,0,2,1,5,1,1,240,0,0,119750
20,NA,11500,4,3,0,845,0,845,1,0,3,1,5,0,1,290,186,0,84000
20,89,12898,9,5,70,1620,0,1620,2,0,2,1,6,1,3,912,228,0,315500
60,NA,9240,8,5,396,1055,1208,2263,2,1,3,1,7,1,2,905,0,45,287000
160,21,1533,4,6,0,798,546,1344,1,1,3,1,6,1,0,0,0,0,97000
180,21,1477,4,4,0,630,0,630,1,0,1,1,3,0,1,286,0,0,80000
20,88,13125,5,4,67,1803,0,1803,2,0,3,1,8,1,2,484,0,0,155000
60,NA,9130,6,8,252,800,832,1632,1,1,4,1,7,0,2,484,0,40,173000
120,34,5381,6,5,135,1306,0,1306,2,0,1,1,5,1,2,624,170,63,196000
60,86,11839,7,5,99,1532,797,2329,2,1,4,1,10,1,2,514,192,121,262280
20,80,9600,8,5,0,2524,0,2524,2,1,4,1,9,1,2,542,474,120,278000
20,NA,13680,3,5,0,1733,0,1733,2,0,4,1,8,1,2,452,0,0,139600
60,85,16056,9,5,208,1992,876,2868,3,1,4,1,11,1,3,716,214,108,556581
20,57,9245,5,5,0,990,0,990,1,0,3,1,5,0,2,672,0,0,145000
20,100,21750,5,4,75,1771,0,1771,1,0,3,1,9,1,2,336,0,0,115000
20,60,11100,4,7,0,930,0,930,1,0,2,1,6,0,1,308,0,0,84900
20,73,8993,7,5,0,1302,0,1302,2,0,3,1,6,0,2,436,0,22,176485
20,103,11175,7,5,0,1316,0,1316,2,0,3,1,6,1,2,440,0,20,200141
60,100,9500,6,6,272,1127,850,1977,1,1,4,1,9,1,2,540,0,52,165000
20,68,8562,5,6,145,1526,0,1526,1,0,4,1,7,1,1,364,116,78,144500
60,90,11367,8,5,210,1091,898,1989,2,1,3,1,7,1,2,586,199,60,255000
20,104,11361,6,5,160,1523,0,1523,2,0,3,1,7,1,2,478,0,0,180000
120,43,7052,7,5,240,1364,0,1364,2,0,2,1,6,1,2,484,192,36,185850
60,NA,29959,7,6,0,979,871,1850,2,1,3,1,7,1,2,467,168,98,248000
60,96,11308,9,5,154,1130,1054,2184,2,1,3,1,10,1,3,836,0,102,335000
50,NA,11275,6,7,480,1096,895,1991,1,1,3,1,7,1,2,432,0,0,220000
120,41,4920,8,5,0,1338,0,1338,2,0,2,1,6,0,2,582,0,0,213500
30,120,18000,3,4,0,894,0,894,1,0,2,1,6,0,3,1248,0,20,81000
190,85,13600,5,5,0,1422,915,2337,2,0,5,2,10,0,2,560,0,57,90000
30,50,6000,6,6,0,1103,0,1103,1,0,2,1,5,1,2,440,166,120,110500
20,NA,11000,5,6,200,1154,0,1154,1,1,3,1,6,1,2,480,0,58,154000
60,80,14000,7,5,0,1306,954,2260,2,1,3,1,7,0,2,533,296,44,328000
60,59,7837,6,7,0,799,772,1571,2,1,3,1,7,1,2,380,0,40,178000
60,80,9760,6,6,360,798,813,1611,1,1,4,1,7,0,2,442,328,128,167900
160,42,3964,6,4,0,1291,1230,2521,2,1,5,1,10,1,2,576,728,20,151400
45,60,9600,5,7,0,893,0,893,1,0,2,1,4,0,2,576,0,0,135000
20,72,10152,5,5,120,1048,0,1048,1,0,3,1,6,0,1,286,0,20,135000
60,78,11700,6,6,0,829,727,1556,1,1,4,1,8,0,2,441,0,0,154000
50,50,7585,5,3,0,1002,454,1456,1,0,4,1,7,1,1,280,0,0,91500
60,75,7950,6,6,140,698,728,1426,1,1,3,1,6,0,2,440,252,0,159500
20,74,8556,7,5,0,1240,0,1240,2,0,2,1,5,0,3,826,140,93,194000
70,75,13125,7,6,0,960,780,1740,1,1,3,1,6,2,1,240,0,0,219500
50,60,10800,5,8,0,1096,370,1466,2,0,3,1,7,1,2,566,436,21,170000
20,NA,15870,5,5,0,1096,0,1096,1,0,3,1,6,0,1,299,240,32,138800
120,37,4435,6,5,169,848,0,848,1,0,1,1,3,1,2,420,140,0,155900
20,65,8775,5,5,0,990,0,990,1,0,3,1,5,0,1,299,0,64,126000
20,80,11040,6,7,144,1258,0,1258,2,0,3,1,5,0,2,528,55,0,145000
20,75,7500,5,5,0,1040,0,1040,1,1,3,1,5,0,1,308,0,0,133000
20,70,8749,7,5,100,1459,0,1459,2,0,3,1,6,1,2,527,192,39,192000
20,80,8800,6,6,425,1251,0,1251,1,0,3,1,6,2,1,461,0,116,160000
60,NA,13031,6,5,0,691,807,1498,2,1,3,1,6,1,2,409,315,44,187500
85,73,9069,6,6,0,996,0,996,1,0,2,1,5,0,2,564,120,0,147000
160,NA,1974,4,5,0,546,546,1092,1,1,3,1,6,0,1,286,120,96,83500
60,85,10574,8,5,0,1082,871,1953,2,1,3,1,9,1,3,1043,160,50,252000
160,24,2522,7,5,50,970,739,1709,2,0,3,1,7,0,2,380,0,40,137500
120,37,3316,8,5,0,1247,0,1247,1,1,1,1,4,1,2,550,0,84,197000
90,60,8544,3,4,0,1040,0,1040,2,0,2,2,6,0,2,400,0,0,92900
160,24,2160,7,5,212,624,628,1252,2,1,2,1,4,0,2,462,0,48,160000
50,60,8400,6,5,0,1390,304,1694,2,0,4,1,7,1,2,576,342,0,136500
20,71,9230,5,8,166,1200,0,1200,1,1,1,1,6,0,2,884,0,64,146000
20,74,5868,5,7,0,936,0,936,1,0,2,1,4,0,1,308,0,0,129000
20,78,9317,6,5,0,1314,0,1314,2,0,3,1,6,1,2,440,0,22,176432
70,60,6882,6,7,0,773,582,1355,1,1,3,1,7,0,0,0,136,0,127000
120,NA,3696,8,5,0,1088,0,1088,1,1,2,1,5,0,2,461,0,74,170000
50,50,6000,4,6,0,757,567,1324,1,0,3,1,6,0,1,240,0,0,128000
20,82,11880,7,5,206,1601,0,1601,2,0,3,1,7,1,2,478,0,0,157000
30,60,8400,2,5,0,438,0,438,1,0,1,1,3,0,1,246,0,0,60000
20,61,9758,5,5,0,950,0,950,1,0,3,1,5,0,1,280,0,0,119500
20,70,7000,5,7,45,1134,0,1134,1,0,2,1,6,0,1,254,0,16,135000
20,79,8910,6,6,0,1194,0,1194,1,0,3,1,6,1,2,539,0,0,159500
160,24,2016,5,5,304,630,672,1302,2,1,3,1,6,0,2,440,0,0,106000
60,98,12256,8,5,362,1500,1122,2622,2,1,3,1,9,2,2,712,186,32,325000
20,114,10357,7,5,0,1442,0,1442,2,0,3,1,6,1,2,719,0,244,179900
60,168,23257,7,5,0,887,1134,2021,2,1,3,1,9,1,2,422,0,100,274725
60,NA,8063,6,5,0,948,742,1690,2,1,3,1,7,1,2,463,100,48,181000
20,107,11362,8,5,42,1836,0,1836,2,0,3,1,7,1,3,862,125,185,280000
60,NA,8000,6,5,0,773,885,1658,2,1,3,1,8,1,2,431,224,84,188000
60,80,10480,7,6,660,1098,866,1964,2,1,4,1,8,1,2,483,0,69,205000
20,73,7100,5,7,0,816,0,816,1,0,2,1,5,0,1,308,0,0,129900
20,66,8923,5,7,0,1008,0,1008,1,0,2,1,6,0,1,240,0,18,134500
20,90,5400,5,7,0,833,0,833,1,0,2,1,4,0,1,326,0,0,117000
20,93,12085,8,5,328,1734,0,1734,2,0,3,1,7,1,3,928,0,0,318000
80,NA,7750,8,5,0,779,640,1419,2,1,3,1,7,1,2,527,120,0,184100
20,57,9764,5,7,0,894,0,894,1,0,3,1,5,0,2,450,0,0,130000
80,85,13825,5,6,0,1021,580,1601,1,0,3,1,6,0,1,300,280,34,140000
20,70,7560,5,5,0,1040,0,1040,1,0,3,1,6,0,1,286,140,0,133700
30,59,8263,6,5,0,1012,0,1012,1,0,2,1,6,1,1,308,0,22,118400
20,84,10084,7,5,196,1552,0,1552,2,0,3,1,7,0,3,782,144,20,212900
20,NA,8926,4,3,0,960,0,960,1,0,3,1,5,0,1,288,64,0,112000
20,50,9405,5,9,0,698,0,698,1,0,2,1,4,0,0,0,0,200,118000
80,NA,9125,7,5,170,812,670,1482,2,1,3,1,7,1,2,392,100,25,163900
20,60,10434,4,5,0,1005,0,1005,1,0,2,1,5,1,2,672,0,0,115000
120,53,3684,7,5,130,1555,0,1555,2,0,2,1,7,1,3,660,143,20,174000
20,182,14572,7,5,0,1530,0,1530,2,0,3,1,7,1,3,630,144,36,259000
60,59,11796,7,5,0,847,1112,1959,2,1,4,1,8,1,2,434,100,48,215000
90,60,7200,5,5,180,936,0,936,1,0,2,1,4,0,2,672,49,0,140000
50,65,7804,4,3,0,1328,653,1981,2,0,4,1,7,2,2,576,431,44,135000
20,63,10712,5,5,0,974,0,974,1,0,3,1,5,0,0,0,0,28,93500
70,90,9900,6,4,0,1178,1032,2210,2,0,5,1,8,0,1,205,0,48,117500
60,80,9828,8,5,0,1142,878,2020,2,1,3,1,8,1,2,466,0,155,239500
60,57,8773,6,5,0,916,684,1600,2,1,3,1,7,1,2,460,100,38,169000
30,60,6180,6,5,0,986,0,986,1,0,2,1,5,1,1,180,0,128,102000
50,80,9600,6,5,0,1032,220,1252,1,0,3,1,6,0,1,288,0,0,119000
50,54,6342,5,8,0,780,240,1020,1,0,2,1,6,0,0,0,0,0,94000
20,NA,9819,6,5,0,1567,0,1567,2,0,2,1,5,2,2,714,264,32,196000
30,98,8731,5,5,0,1167,0,1167,1,0,3,1,6,1,2,495,0,0,144000
20,60,7350,5,7,0,952,0,952,1,0,2,1,4,0,2,840,0,0,139000
60,NA,10304,5,7,44,1088,780,1868,2,1,4,1,9,1,2,484,448,96,197500
60,77,9965,8,5,340,1466,1362,2828,3,0,4,1,11,1,3,1052,125,144,424870
20,NA,9000,5,3,0,1006,0,1006,1,0,3,1,5,0,0,0,0,24,80000
190,60,12180,4,4,0,672,252,924,1,0,2,1,5,0,1,280,0,0,80000
50,52,6240,5,6,0,1042,534,1576,1,0,3,1,8,1,1,225,0,0,149000
20,NA,11200,6,5,85,1298,0,1298,2,0,3,1,5,1,2,403,165,26,180000
70,75,12000,7,7,0,860,704,1564,1,1,3,1,7,1,1,234,0,0,174500
50,NA,5700,7,7,0,572,539,1111,1,0,2,1,5,1,1,288,0,0,116900
70,50,9000,7,9,0,832,650,1482,1,0,3,1,7,0,2,324,0,0,143000
20,57,8280,6,5,0,932,0,932,1,0,2,1,4,1,1,306,0,0,124000
20,134,17755,5,4,132,1466,0,1466,1,1,3,1,6,2,2,528,0,140,149900
20,90,14115,6,7,0,1811,0,1811,1,0,2,1,6,1,2,470,0,0,230000
30,NA,5890,6,8,0,816,0,816,1,0,2,1,5,0,1,432,0,0,120500
60,NA,13700,7,6,288,902,918,1820,1,2,4,1,8,2,2,492,60,84,201800
20,90,10768,5,8,0,1437,0,1437,2,0,3,1,6,1,2,528,0,21,218000
80,85,9350,5,8,0,1265,0,1265,2,0,3,1,6,1,2,502,0,92,179900
120,34,5001,7,5,166,1314,0,1314,2,0,2,1,6,1,2,626,172,62,230000
20,92,11932,8,5,186,1580,0,1580,2,0,3,1,7,0,3,830,0,24,235128
60,76,9120,6,6,270,943,933,1876,2,1,4,1,8,1,2,540,0,69,185000
160,24,2280,6,5,0,855,601,1456,2,1,3,1,7,1,2,440,26,0,146000
20,NA,14778,6,7,72,1640,0,1640,1,0,3,1,7,1,2,924,108,0,224000
20,109,8724,5,5,0,894,0,894,1,0,3,1,5,1,2,450,0,0,129000
90,60,12900,4,4,0,1258,0,1258,0,2,0,2,6,0,2,400,120,0,108959
80,NA,16157,5,7,0,1432,0,1432,1,1,2,1,5,1,2,588,168,180,194000
20,79,9541,7,5,268,1502,0,1502,2,0,3,1,7,0,2,644,0,114,233170
20,64,10475,8,5,72,1694,0,1694,2,0,3,1,7,0,3,776,160,33,245350
60,58,10852,6,5,0,959,712,1671,2,1,3,1,7,1,2,472,0,38,173000
70,120,13728,6,7,0,1236,872,2108,2,0,4,1,7,2,2,540,0,0,235000
60,118,35760,10,5,1378,1831,1796,3627,3,1,4,1,10,1,3,807,361,76,625000
80,76,9880,6,6,0,1118,0,1118,1,0,3,1,6,1,1,358,203,0,171000
20,76,9120,6,6,0,1261,0,1261,1,0,3,1,6,1,2,433,0,0,163000
160,35,4017,7,5,0,625,625,1250,2,1,2,1,5,0,2,625,0,54,171900
50,138,18030,5,6,0,1636,971,3086,3,0,3,1,12,1,0,0,122,0,200500
70,80,16560,6,8,0,1170,1175,2345,2,1,4,1,9,1,2,360,0,0,239000
50,85,10678,8,5,337,2129,743,2872,2,1,4,1,9,1,2,541,0,33,285000
20,37,6951,5,5,0,923,0,923,1,0,3,1,5,0,1,264,362,0,119500
50,NA,3950,6,8,0,818,406,1224,1,0,3,1,5,0,1,210,0,0,115000
50,54,7681,5,6,0,820,523,1343,1,1,3,1,7,1,1,186,192,0,154900
20,77,8335,5,5,0,1124,0,1124,1,0,3,1,5,1,0,0,0,36,93000
60,NA,11170,7,5,0,1298,1216,2514,2,1,4,1,8,0,2,693,0,0,250000
120,64,5587,8,5,186,1652,0,1652,2,0,2,1,5,1,2,482,162,53,392500
60,160,15623,10,5,0,2411,2065,4476,3,1,4,1,10,2,3,813,171,78,745000
30,60,10800,5,6,0,1130,0,1130,1,0,2,1,5,1,2,720,229,0,120000
20,50,35133,5,4,226,1572,0,1572,1,1,3,1,5,2,3,995,0,263,186700
50,60,9738,5,7,0,949,272,1221,1,0,4,1,7,0,1,392,0,0,104900
190,107,10615,3,5,0,1014,685,1699,2,0,3,2,7,0,2,420,0,74,95000
20,89,12461,8,5,0,1624,0,1624,2,0,2,1,5,1,3,757,0,114,262000
60,68,8935,7,5,95,831,829,1660,2,1,3,1,7,0,2,493,144,68,195000
60,60,7500,7,5,0,1028,776,1804,2,1,3,1,7,1,2,442,140,60,189000
190,NA,32463,4,4,149,1622,0,1622,1,0,3,1,7,1,4,1356,439,0,168000
160,24,2645,8,5,456,764,677,1441,2,1,2,1,5,0,2,492,206,0,174000
50,60,9600,5,8,0,842,630,1472,1,0,3,1,6,0,1,250,0,0,125000
120,NA,4500,6,5,425,1224,0,1224,2,0,2,1,5,0,2,402,0,304,165000
60,80,9364,6,7,143,663,689,1352,1,1,4,1,7,0,1,299,379,36,158000
60,51,8029,6,5,0,728,728,1456,2,1,3,1,8,0,2,400,100,24,176000
60,58,14054,7,5,0,879,984,1863,2,1,4,1,9,1,3,660,100,17,219210
75,65,8850,7,6,0,815,875,1690,1,0,3,1,7,1,1,225,0,0,144000
20,70,9100,7,5,0,1212,0,1212,2,0,3,1,6,0,2,573,356,0,178000
20,75,11235,4,5,51,1382,0,1382,1,1,3,1,6,1,2,459,0,82,148000
20,71,9353,4,5,0,864,0,864,1,0,3,1,5,0,1,280,0,0,116050
60,80,10400,7,5,0,866,913,1779,2,1,3,1,6,0,2,546,198,36,197900
50,50,6000,5,8,0,884,464,1348,1,0,3,1,5,1,1,216,0,0,117000
20,75,9750,7,5,171,1630,0,1630,2,0,3,1,6,1,2,451,74,234,213000
20,78,10140,5,6,0,1074,0,1074,1,1,3,1,6,0,2,495,0,88,153500
20,90,14684,7,7,234,2196,0,2196,2,0,3,1,7,1,3,701,84,70,271900
20,NA,8900,4,4,0,1056,0,1056,1,0,2,1,5,0,1,384,0,42,107000
20,70,9135,6,5,120,1700,0,1700,2,0,3,1,7,0,2,544,192,23,200000
20,70,7763,5,7,0,1283,0,1283,1,0,3,1,6,0,2,506,0,0,140000
20,85,10182,8,5,420,1660,0,1660,2,0,3,1,8,1,2,500,322,50,290000
60,70,11218,6,5,0,1055,790,1845,2,1,3,1,8,1,2,462,635,104,189000
50,152,12134,8,7,0,1080,672,1752,2,0,4,1,8,0,2,492,325,12,164000
30,50,9340,4,6,0,672,0,672,1,0,2,1,4,0,1,234,0,113,113000
80,NA,10246,4,9,0,960,0,960,0,0,0,1,3,0,1,364,88,0,145000
85,69,10205,5,5,0,999,0,999,1,0,3,1,6,0,1,300,150,72,134500
20,99,7094,5,5,0,894,0,894,1,0,3,1,5,0,1,384,0,0,125000
90,68,8930,6,5,0,1318,584,1902,2,0,4,2,8,0,2,539,0,0,112000
20,72,8640,8,5,72,1314,0,1314,2,0,3,1,6,0,2,552,135,112,229456
50,52,6240,4,5,0,672,240,912,1,0,2,1,3,0,0,0,0,0,80500
160,21,1680,6,5,236,672,546,1218,1,1,3,1,7,0,0,0,201,0,91500
20,66,7800,5,5,0,912,0,912,1,0,2,1,5,0,1,288,0,0,115000
20,55,8250,5,5,0,1211,0,1211,1,0,3,1,5,1,1,322,0,63,134000
50,78,10496,6,6,320,1168,678,1846,2,0,3,1,7,1,1,315,0,0,143000
20,89,10680,5,3,44,2136,0,2136,2,0,4,1,7,0,2,528,0,30,137900
60,60,15384,7,5,0,788,702,1490,2,1,3,1,8,1,2,388,100,75,184000
80,65,10482,6,8,63,1138,0,1138,1,0,3,1,6,0,1,264,224,0,145000
60,86,14598,6,5,74,894,1039,1933,2,1,4,1,9,1,3,668,100,18,214000
20,72,8872,5,8,300,912,0,912,1,0,2,1,5,0,2,576,0,240,147000
120,65,8769,9,5,766,1702,0,1702,1,1,1,1,7,1,3,1052,0,72,367294
80,70,7910,5,5,0,1507,0,1507,2,0,4,1,7,0,1,404,0,0,127000
90,NA,18890,5,5,1,1361,1259,2620,2,2,4,2,12,1,2,600,155,24,190000
90,70,7728,5,6,120,1190,0,1190,1,0,3,1,6,0,2,540,0,18,132500
90,70,9842,4,5,0,1224,0,1224,2,0,2,2,6,0,2,462,0,0,101800
20,NA,12160,5,5,180,1188,0,1188,1,0,3,1,6,0,2,531,0,0,142000
70,55,8525,5,6,0,1024,940,1964,1,1,4,1,7,0,0,0,0,192,130000
70,96,13132,5,5,0,892,892,1784,1,1,4,1,9,0,1,180,203,40,138887
160,36,2628,7,5,106,764,862,1626,2,1,2,1,6,0,2,474,0,27,175500
60,41,12393,7,5,0,847,1101,1948,2,1,4,1,8,1,2,434,100,48,195000
20,63,13072,6,5,0,1141,0,1141,1,1,3,1,6,0,2,484,0,0,142500
20,64,9037,8,5,32,1484,0,1484,2,0,2,1,6,1,2,472,120,33,265900
60,65,8158,7,5,252,884,884,1768,2,1,3,1,8,0,2,543,0,63,224900
20,83,9849,7,6,0,1689,0,1689,2,0,3,1,7,0,3,954,0,56,248328
85,85,10625,7,6,81,1173,0,1173,2,0,3,1,6,2,2,528,0,120,170000
20,107,13891,10,5,NA,2076,0,2076,2,1,2,1,7,1,3,850,216,229,465000
70,NA,11435,8,7,0,792,725,1517,1,0,3,1,7,2,2,400,0,0,230000
80,78,12090,6,7,74,1140,728,1868,3,1,3,1,7,1,2,477,268,112,178000
60,65,8125,7,5,0,756,797,1553,2,1,3,1,6,0,2,615,0,45,186500
80,NA,12328,6,5,335,1034,0,1034,1,0,3,1,6,0,3,888,0,0,169900
75,60,9600,6,5,0,1134,924,2058,1,1,3,1,8,1,2,396,0,0,129500
20,60,7200,5,7,0,988,0,988,1,0,3,1,6,0,1,276,0,80,119000
20,93,11160,7,5,0,2110,0,2110,2,1,3,1,8,2,2,522,0,0,244000
120,NA,3136,7,5,163,1405,0,1405,2,0,2,1,6,1,2,478,148,36,171750
20,62,9858,5,6,0,874,0,874,1,0,3,1,5,0,1,288,33,0,130000
60,NA,17542,7,7,0,1516,651,2167,2,1,3,1,9,2,2,518,220,47,294000
60,60,6931,7,5,92,760,896,1656,2,1,3,1,7,1,2,397,178,128,165400
50,52,6240,6,6,0,959,408,1367,1,0,3,1,6,1,1,560,0,0,127500
20,91,14303,8,5,554,1987,0,1987,2,0,2,1,7,1,2,691,262,36,301500
30,56,4060,5,8,0,864,0,864,1,0,2,1,4,0,0,0,0,96,99900
80,59,9587,7,5,182,1166,0,1166,2,0,2,1,5,0,2,400,212,0,190000
20,65,9750,6,8,0,1054,0,1054,1,1,3,1,6,0,2,460,180,0,151000
60,NA,24682,6,5,0,892,783,1675,2,1,3,1,7,1,2,502,0,103,181000
20,80,9600,5,6,0,1050,0,1050,1,0,2,1,5,0,1,338,0,0,128900
50,NA,11250,4,5,0,1104,684,1788,1,0,5,1,8,2,1,304,120,0,161500
